Date,REER,Oil_price,FDI,Poverty_rate,GDP_Construction,Year,Month,Nights,is_covid,Arrivals,Total_Receipts_MDH
2009-03-01,104.03903232876712,46.34528925619835,1852372800.2739725,7.919178082191781,,2009,3,,0,578436.2790337021,5719.93420728281
2009-04-01,103.6298493150685,45.92,1790398441.0958903,7.876712328767123,,2009,4,,0,714909.2147442716,7764.904904082997
2009-05-01,103.23386575342468,51.75,1730423254.7945206,7.835616438356165,,2009,5,,0,641664.5621226482,6406.242854672967
2009-06-01,102.82468273972604,66.6,1668448895.6164384,7.793150684931507,,2009,6,,0,789031.1434908066,8603.687457063601
2009-07-01,102.4286991780822,68.52,1608473709.3150685,7.752054794520548,,2009,7,,0,1380032.7083953752,9873.758651468856
2009-08-01,102.01951616438356,68.65,1546499350.1369865,7.70958904109589,,2009,8,,0,845268.7214059136,7981.513435017735
2009-09-01,101.61033315068494,68.78,1484524990.9589045,7.667123287671233,,2009,9,,0,621667.6910481651,7705.164058115691
2009-10-01,101.21434958904108,67.12,1424549804.657534,7.626027397260274,,2009,10,,0,711529.195249368,6652.336701005263
2009-11-01,100.80516657534248,72.99475409836066,1362575445.479452,7.583561643835616,,2009,11,,0,591140.556555956,5563.48130120427
2009-12-01,100.40918301369862,78.68,1302600259.1780822,7.542465753424658,,2009,12,,0,772855.5315773956,5454.220391462874
2010-01-01,100.0,75.13,1240625900.0,7.5,,2010,1,,0,617723.4117291267,5289.2429587992065
2010-02-01,99.78772049315069,71.58,1349400763.8356164,7.38958904109589,,2010,2,,0,662246.1231709443,4780.612468608469
2010-03-01,99.59598416438357,76.07,1447649027.9452057,7.28986301369863,,2010,3,,0,661375.6064689056,6080.969829701063
2010-04-01,99.38370465753424,82.63,1556423891.7808218,7.17945205479452,,2010,4,,0,749467.3419166598,6768.487714914699
2010-05-01,99.17827287671231,77.93327868852458,1661689889.041096,7.072602739726028,,2010,5,,0,755370.0245427749,7278.917422256173
2010-06-01,98.965993369863,73.08,1770464752.8767123,6.962191780821918,,2010,6,,0,869984.7870271845,8421.823033694714
2010-07-01,98.76056158904107,71.73,1875730750.1369865,6.8553424657534245,,2010,7,,0,1491177.8459851933,9255.873987041217
2010-08-01,98.54828208219178,73.63,1984505613.9726028,6.744931506849316,,2010,8,,0,1030639.5690265982,9783.715535162051
2010-09-01,98.33600257534246,75.53,2093280477.8082192,6.634520547945206,,2010,9,,0,669268.6950574798,7156.974625645888
2010-10-01,98.13057079452057,82.69,2198546475.068493,6.527671232876712,,2010,10,,0,840652.1278434575,7552.841543303358
2010-11-01,97.91829128767124,84.06,2307321338.904109,6.417260273972603,,2010,11,,0,631995.6696977686,5082.698763815221
2010-12-01,97.71285950684933,88.56,2412587336.164384,6.31041095890411,,2010,12,,0,901918.816060273,6002.43031264899
2011-01-01,97.50058,94.48,2521362200.0,6.2,,2011,1,,0,646142.8226556124,6459.691057996736
2011-02-01,97.32067978082192,100.4,2548590570.1369863,6.166027397260274,,2011,2,,0,660974.1244647227,5256.393666807626
2011-03-01,97.15818926027396,113.34,2573183936.712329,6.135342465753425,,2011,3,,0,657470.5152171324,6621.400049665176
2011-04-01,96.97828904109588,118.63,2600412306.849315,6.101369863013699,,2011,4,,0,801022.5035019073,8699.45186371535
2011-05-01,96.80419205479453,117.41032786885246,2626762342.4657536,6.068493150684931,,2011,5,,0,752470.1160874082,7972.585813817946
2011-06-01,96.62429183561645,116.15,2653990712.60274,6.034520547945205,,2011,6,,0,888306.4990605445,9740.57137032766
2011-07-01,96.45019484931508,109.82,2680340748.219178,6.001643835616439,,2011,7,,0,1510089.0594694694,10516.49456401473
2011-08-01,96.270294630137,116.37,2707569118.3561645,5.967671232876713,,2011,8,,0,990790.1882481772,9914.122418291514
2011-09-01,96.09039441095892,116.43,2734797488.4931507,5.933698630136986,,2011,9,,0,643591.8460623915,7224.051961360671
2011-10-01,95.91629742465754,111.77754098360656,2761147524.109589,5.900821917808219,,2011,10,,0,730399.0119539321,6067.129439948141
2011-11-01,95.73639720547943,106.97,2788375894.246576,5.866849315068493,,2011,11,,0,628426.6746721779,5542.7207201676465
2011-12-01,95.56230021917808,108.83,2814725929.8630137,5.833972602739726,,2011,12,,0,832867.2410978425,5637.759749886575
2012-01-01,95.3824,110.395,2841954300.0,5.8,,2012,1,,0,636651.6488574602,5774.551937266499
2012-02-01,95.52035169398908,111.96,2885909547.26776,5.774590163934426,,2012,2,,0,651076.8107534238,4675.953678713606
2012-03-01,95.64940327868852,125.76,2927028972.1311474,5.750819672131147,,2012,3,,0,702428.1904546912,7121.787329954013
2012-04-01,95.7873549726776,122.61426229508196,2970984219.398907,5.725409836065573,,2012,4,,0,801097.2640077377,8035.013929271106
2012-05-01,95.92085661202186,119.57,3013521555.464481,5.700819672131147,,2012,5,,0,731625.22238171,6891.6384554645065
2012-06-01,96.05880830601092,98.63,3057476802.7322407,5.675409836065573,,2012,6,,0,869131.6100833956,8574.6710070585
2012-07-01,96.1923099453552,102.63819672131147,3100014138.7978144,5.650819672131147,,2012,7,,0,1487449.0005815106,9391.11242682697
2012-08-01,96.33026163934429,106.78,3143969386.0655737,5.6254098360655735,,2012,8,,0,943803.4581862553,8166.375443464411
2012-09-01,96.46821333333334,109.72754098360656,3187924633.333333,5.6,,2012,9,,0,685851.6001221315,7710.5565544024585
2012-10-01,96.6017149726776,112.58,3230461969.398907,5.575409836065574,,2012,10,,0,813227.5858849677,7187.181896052035
2012-11-01,96.73966666666666,108.84,3274417216.6666665,5.55,,2012,11,,0,679064.767163936,6073.737111208439
2012-12-01,96.87316830601094,111.02804347826088,3316954552.7322407,5.525409836065574,,2012,12,,0,844446.0053132891,5363.026891392233
2013-01-01,97.01112,113.28902173913043,3360909800.0,5.5,,2013,1,,0,619250.7708673886,4635.352720124528
2013-02-01,97.01696073972604,115.55,3374878901.0958905,5.44054794520548,,2013,2,,0,696301.3282411458,4690.847122780489
2013-03-01,97.02223624657536,110.14,3387496153.6986303,5.386849315068493,,2013,3,,0,751626.4382132404,7129.140579376448
2013-04-01,97.02807698630136,108.76,3401465254.7945204,5.3273972602739725,,2013,4,,0,848531.9592156901,7864.485656805741
2013-05-01,97.0337293150685,98.34,3414983739.7260275,5.26986301369863,,2013,5,,0,824629.701961819,7774.532089512379
2013-06-01,97.03957005479452,100.80475409836066,3428952840.821918,5.210410958904109,,2013,6,,0,1077327.532360563,11553.235251642163
2013-07-01,97.04522238356164,103.19,3442471325.7534246,5.152876712328767,,2013,7,,0,1604659.6782641977,9572.078747537553
2013-08-01,97.05106312328768,109.94,3456440426.849315,5.093424657534246,,2013,8,,0,1109401.7638119843,10115.12909553342
2013-09-01,97.0569038630137,108.60852459016392,3470409527.9452057,5.033972602739726,,2013,9,,0,742507.200784918,7911.256443371786
2013-10-01,97.06255619178084,107.32,3483928012.8767123,4.976438356164383,,2013,10,,0,859812.7808301625,7006.080746897303
2013-11-01,97.06839693150684,105.78,3497897113.972603,4.916986301369863,,2013,11,,0,669024.191158616,5069.3963934897965
2013-12-01,97.07404926027398,105.7641059602649,3511415598.904109,4.85945205479452,,2013,12,,0,876981.3072013772,5031.072963661955
2014-01-01,97.07989,105.7476821192053,3525384700.0,4.8,,2014,1,,0,648385.6244842715,5522.390676686049
2014-02-01,97.05928646575344,105.7312582781457,3502243352.8767123,4.8,,2014,2,,0,732008.7372528939,5627.509707041071
2014-03-01,97.0406768219178,105.7164238410596,3481341490.9589043,4.8,,2014,3,,0,727116.8201296437,7073.536543969395
2014-04-01,97.02007328767124,105.7,3458200143.8356166,4.8,,2014,4,,0,843946.5033852933,8311.508641759572
2014-05-01,97.00013438356164,108.63,3435805291.780822,4.8,,2014,5,,0,908239.617360076,10189.368284430457
2014-06-01,96.97953084931508,109.75311475409836,3412663944.657534,4.8,,2014,6,,0,838956.9379116651,7182.606329469663
2014-07-01,96.95959194520547,110.84,3390269092.60274,4.8,,2014,7,,0,1637994.7313515441,10711.225522680488
2014-08-01,96.9389884109589,103.45,3367127745.479452,4.8,,2014,8,,0,984572.7625690718,8215.316834703604
2014-09-01,96.91838487671232,98.9372131147541,3343986398.3561645,4.8,,2014,9,,0,704201.143379981,7522.123098784968
2014-10-01,96.89844597260274,94.57,3321591546.3013697,4.8,,2014,10,,0,890829.3763247795,8092.25161386869
2014-11-01,96.87784243835615,82.52573770491803,3298450199.178082,4.8,,2014,11,,0,691885.4697443807,5845.78763905934
2014-12-01,96.85790353424656,70.87,3276055347.123288,4.8,,2014,12,,0,814160.5147616077,4539.073376201311
2015-01-01,96.8373,66.9911570247934,3252914000.0,4.8,,2015,1,,0,652423.360770286,4760.0544451517835
2015-02-01,97.01904068493153,63.11231404958678,3159527561.6438355,4.8,,2015,2,,0,767338.9805315189,5309.824407674543
2015-03-01,97.18319356164383,59.60884297520661,3075178520.547945,4.8,,2015,3,,0,720696.6915998061,5885.743002823104
2015-04-01,97.36493424657534,55.73,2981792082.191781,4.8,,2015,4,,0,852241.5284851679,7218.698699296105
2015-05-01,97.54081232876712,64.13,2891418109.589041,4.8,,2015,5,,0,821419.1491989135,7005.863329554713
2015-06-01,97.72255301369864,62.87,2798031671.232877,4.8,,2015,6,,0,896088.2714949226,7167.148012945128
2015-07-01,97.8984310958904,61.65,2707657698.630137,4.8,,2015,7,,0,1755470.3857740778,10520.730818726837
2015-08-01,98.08017178082191,55.225,2614271260.2739725,4.8,,2015,8,,0,1104128.1884847083,9112.993005943406
2015-09-01,98.26191246575344,48.8,2520884821.917808,4.8,,2015,9,,0,652293.7598759867,5295.210113312261
2015-10-01,98.4377905479452,47.48,2430510849.315068,4.8,,2015,10,,0,856775.2128057067,6320.869034541824
2015-11-01,98.61953123287672,45.188032786885245,2337124410.9589043,4.8,,2015,11,,0,669915.9675570985,4612.9052614499715
2015-12-01,98.79540931506848,42.97,2246750438.3561645,4.8,,2015,12,,0,897227.2348270892,4808.258457862113
2016-01-01,98.97715,37.71,2153364000.0,4.8,,2016,1,,0,658225.0735333433,4812.156609998718
2016-02-01,98.94934740437158,32.45,2197979081.420765,4.808469945355191,,2016,2,,0,748290.2734522677,4982.098282526698
2016-03-01,98.92333852459016,35.73,2239715770.491803,4.81639344262295,,2016,3,,0,775081.120102079,6879.490596059721
2016-04-01,98.89553592896176,36.42,2284330851.912568,4.824863387978142,,2016,4,,0,889950.1357140462,7871.902687360278
2016-05-01,98.86863019125684,42.51344262295082,2327506737.15847,4.833060109289617,,2016,5,,0,781975.5113424555,6185.462939099423
2016-06-01,98.8408275956284,48.81,2372121818.579235,4.841530054644808,,2016,6,,0,921918.4145661823,7582.963531872271
2016-07-01,98.81392185792348,47.65,2415297703.8251367,4.8497267759562845,,2016,7,,0,1574118.5359027062,8257.801137747885
2016-08-01,98.78611926229507,40.17,2459912785.2459016,4.858196721311476,,2016,8,,0,1050792.2348073572,8081.552995218982
2016-09-01,98.75831666666666,45.05,2504527866.6666665,4.866666666666667,,2016,9,,0,794746.882696915,8252.196046275501
2016-10-01,98.73141092896176,45.40409836065574,2547703751.912568,4.8748633879781424,,2016,10,,0,876826.0918469368,6598.634189518846
2016-11-01,98.70360833333334,45.77,2592318833.333333,4.883333333333334,,2016,11,,0,658209.0090691897,4376.3644026081165
2016-12-01,98.6767025956284,52.28,2635494718.579235,4.891530054644809,,2016,12,,0,911475.7742582529,4937.3712840244025
2017-01-01,98.6489,54.035,2680109800.0,4.9,,2017,1,,0,815591.0137832164,7430.206862756179
2017-02-01,98.71492702739724,55.79,2753514190.410959,4.891506849315069,,2017,2,,0,853846.191055519,6434.821123801096
2017-03-01,98.77456434246577,55.72,2819814930.1369863,4.883835616438357,,2017,3,,0,757753.1797886379,6246.263171066522
2017-04-01,98.840591369863,53.021475409836064,2893219320.547945,4.875342465753425,,2017,4,,0,901669.2640260889,7818.927756756765
2017-05-01,98.90448849315068,50.41,2964255827.39726,4.867123287671233,,2017,5,,0,952119.8919623635,9279.401242147502
2017-06-01,98.97051552054796,50.41,3037660217.808219,4.858630136986301,,2017,6,,0,978176.6228594192,8331.500984258359
2017-07-01,99.03441264383562,50.58704918032787,3108696724.657534,4.85041095890411,,2017,7,,0,1778640.1223611194,10467.266367259877
2017-08-01,99.10043967123288,50.77,3182101115.068493,4.841917808219178,,2017,8,,0,1216627.0662839655,10815.736294381892
2017-09-01,99.16646669863012,53.15,3255505505.479452,4.833424657534247,,2017,9,,0,756037.4405555776,7143.042780810737
2017-10-01,99.2303638219178,57.00081967213114,3326542012.328767,4.825205479452055,,2017,10,,0,926839.5492496773,7202.584425271974
2017-11-01,99.29639084931507,60.98,3399946402.739726,4.816712328767124,,2017,11,,0,638933.4749789827,3768.9862223741875
2017-12-01,99.36028797260276,64.57,3470982909.589041,4.808493150684932,,2017,12,,0,896636.6209820171,4576.912744595784
2018-01-01,99.426315,66.585,3544387300.0,4.8,,2018,1,,0,790816.2004819222,6153.775155247738
2018-02-01,99.49381898630138,68.6,3389509406.027397,4.8,,2018,2,,0,827105.1651836263,5241.273455374671
2018-03-01,99.55479032876713,64.23,3249619695.342466,4.8,,2018,3,,0,954824.5341453248,9226.553358902536
2018-04-01,99.6222943150685,69.62704918032787,3094741801.369863,4.8,,2018,4,,0,930158.7071682259,7304.371676541441
2018-05-01,99.68762075342464,74.85,2944859968.4931507,4.8,,2018,5,,0,950347.3454405677,8138.656158578757
2018-06-01,99.75512473972604,74.54,2789982074.520548,4.8,,2018,6,,0,1103013.303470365,9590.213833923826
2018-07-01,99.8204511780822,73.42852459016393,2640100241.6438355,4.8,,2018,7,,0,2015716.4462801975,12100.339359936554
2018-08-01,99.88795516438356,72.28,2485222347.6712327,4.8,,2018,8,,0,1181142.4211833696,8823.626930917897
2018-09-01,99.95545915068492,78.71377049180327,2330344453.6986303,4.8,,2018,9,,0,904700.5618610599,9372.633411067807
2018-10-01,100.0207855890411,84.94,2180462620.821917,4.8,,2018,10,,0,1006448.9401280907,7604.149638967086
2018-11-01,100.08828957534249,71.25,2025584726.849315,4.8,,2018,11,,0,780979.3225571298,5443.972904821251
2018-12-01,100.15361601369862,68.18804347826087,1875702893.9726024,4.8,,2018,12,,0,1043685.1054541987,5666.333874364885
2019-01-01,100.22112,65.02402173913043,1720825000.0,4.8,,2019,1,,0,848409.6592513435,6755.314119712726
2019-02-01,100.3369088219178,61.86,1695166181.0958903,4.850958904109589,,2019,2,,0,897067.5969893195,5922.9119401451535
2019-03-01,100.4414922739726,63.71,1671990473.69863,4.896986301369863,,2019,3,,0,932098.1805577169,8252.746316177065
2019-04-01,100.55728109589042,69.08,1646331654.7945206,4.947945205479452,,2019,4,,0,1029273.9509813153,8658.632694880167
2019-05-01,100.66933479452057,72.01,1621500539.7260275,4.997260273972603,,2019,5,,0,1024781.9540782002,9042.238796771157
2019-06-01,100.78512361643836,68.4983606557377,1595841720.8219178,5.048219178082192,,2019,6,,0,1187306.1012468978,10592.512688132603
2019-07-01,100.89717731506848,65.1,1571010605.7534246,5.097534246575343,,2019,7,,0,2129615.7312032455,12817.453755340724
2019-08-01,101.01296613698632,62.9,1545351786.8493152,5.148493150684931,,2019,8,,0,1252524.5859300946,9456.141600326864
2019-09-01,101.12875495890412,61.45672131147541,1519692967.9452057,5.199452054794521,,2019,9,,0,991739.6518040559,10710.756267921179
2019-10-01,101.24080865753425,60.06,1494861852.8767123,5.248767123287672,,2019,10,,0,956314.5157611702,6255.613316551651
2019-11-01,101.35659747945203,60.17,1469203033.9726028,5.29972602739726,,2019,11,,0,854244.4801096742,6262.939311368706
2019-12-01,101.4686511780822,63.90770491803279,1444371918.9041097,5.349041095890412,,2019,12,,0,1102031.2966808393,5998.945115112765
2020-01-01,101.58444,67.77,1418713100.0,5.4,,2020,1,,1,850000.0,6500.0
2020-02-01,101.71969875956285,49.78318681318681,1490321033.3333333,5.383060109289618,,2020,2,,1,780000.0,5800.0
2020-03-01,101.846231147541,32.956813186813186,1557309100.0,5.367213114754099,,2020,3,,1,320000.0,3200.0
2020-04-01,101.98148990710382,14.97,1628917033.3333333,5.3502732240437165,,2020,4,,1,0.0,400.0
2020-05-01,102.11238548087432,18.49,1698215033.3333333,5.333879781420765,,2020,5,,1,0.0,300.0
2020-06-01,102.24764424043715,36.74,1769822966.6666667,5.316939890710382,,2020,6,,1,0.0,300.0
2020-07-01,102.37853981420766,42.18,1839120966.6666667,5.300546448087432,,2020,7,,1,20000.0,800.0
2020-08-01,102.51379857377049,43.95,1910728900.0,5.283606557377049,,2020,8,,1,60000.0,1200.0
2020-09-01,102.64905733333332,45.72,1982336833.3333333,5.266666666666667,,2020,9,,1,80000.0,2100.0
2020-10-01,102.77995290710382,39.75,2051634833.3333333,5.250273224043716,,2020,10,,1,120000.0,3100.0
2020-11-01,102.91521166666666,43.44967213114754,2123242766.6666665,5.233333333333333,,2020,11,,1,150000.0,3500.0
2020-12-01,103.04610724043717,47.03,2192540766.6666665,5.216939890710383,,2020,12,,1,200000.0,4200.0
2021-01-01,103.181366,51.725,2264148700.0,5.2,,2021,1,,1,100000.0,2500.0
2021-02-01,102.900902969863,56.42,2266714251.5068493,5.174520547945206,,2021,2,,1,90000.0,2100.0
2021-03-01,102.64758152328768,64.56,2269031523.8356166,5.151506849315068,,2021,3,,1,110000.0,2400.0
2021-04-01,102.36711849315068,63.85,2271597075.342466,5.126027397260274,,2021,4,,1,130000.0,2800.0
2021-05-01,102.09570265753425,66.88934426229508,2274079867.123288,5.101369863013699,,2021,5,,1,150000.0,3100.0
2021-06-01,101.81523962739726,70.03,2276645418.630137,5.0758904109589045,,2021,6,,1,450000.0,4500.0
2021-07-01,101.54382379178082,76.69,2279128210.410959,5.051232876712329,,2021,7,,1,800000.0,7200.0
2021-08-01,101.26336076164384,74.34,2281693761.917808,5.025753424657535,,2021,8,,1,950000.0,8400.0
2021-09-01,100.98289773150684,71.99,2284259313.4246573,5.00027397260274,,2021,9,,1,350000.0,4800.0
2021-10-01,100.71148189589042,79.4,2286742105.20548,4.975616438356164,,2021,10,,1,380000.0,5100.0
2021-11-01,100.43101886575344,84.51,2289307656.712329,4.95013698630137,,2021,11,,1,120000.0,2900.0
2021-12-01,100.159603030137,69.53,2291790448.4931507,4.925479452054795,,2021,12,,1,80000.0,1800.0
2022-01-01,99.87914,69.53,2294356000.0,4.9,,2022,1,,0,200636.0,2157.9784615384615
2022-02-01,99.87914,69.53,2294356000.0,4.9,,2022,2,1134818.0,0,321272.0,2515.956923076923
2022-03-01,99.87914,69.53,2294356000.0,4.9,,2022,3,1065782.0,0,533772.0,2873.9353846153845
2022-04-01,99.87914,69.53,2294356000.0,4.9,,2022,4,899267.0,0,586585.0,3231.913846153846
2022-05-01,99.87914,69.53,2294356000.0,4.9,,2022,5,1684479.0,0,801179.0,3589.8923076923074
2022-06-01,99.87914,69.53,2294356000.0,4.9,,2022,6,1674531.0,0,1139321.0,3947.8707692307694
2022-07-01,99.87914,69.53,2294356000.0,4.9,,2022,7,2184747.0,0,2088388.0,4305.84923076923
2022-08-01,99.87914,69.53,2294356000.0,4.9,,2022,8,2875411.0,0,1310751.0,4663.827692307692
2022-09-01,99.87914,69.53,2294356000.0,4.9,,2022,9,1974605.0,0,900724.0,5021.806153846153
2022-10-01,99.87914,69.53,2294356000.0,4.9,,2022,10,2100140.0,0,1117503.0,5379.784615384615
2022-11-01,99.87914,69.53,2294356000.0,4.9,,2022,11,1810773.0,0,897408.0,5737.763076923076
2022-12-01,99.87914,69.53,2294356000.0,4.9,,2022,12,1755410.0,0,1153332.0,6095.741538461539
2023-01-01,,,,,,2023,1,1626795.0,0,899329.0,6453.72
2023-02-01,,,,,,2023,2,1568913.0,0,973402.0,6453.72
2023-03-01,,,,,,2023,3,1961066.0,0,1050349.0,8604.96
2023-04-01,,,,,,2023,4,1985628.0,0,1116574.0,9680.58
2023-05-01,,,,,,2023,5,2299532.0,0,1125976.0,9680.58
2023-06-01,,,,,,2023,6,2061156.0,0,1367417.0,10756.2
2023-07-01,,,,,,2023,7,2519170.0,0,2130985.0,12907.44
2023-08-01,,,,,,2023,8,3199079.0,0,1494180.0,12907.44
2023-09-01,,,,,,2023,9,2034665.0,0,963785.0,9680.58
2023-10-01,,,,,,2023,10,2408166.0,0,1151022.0,8604.96
2023-11-01,,,,,,2023,11,1915395.0,0,977049.0,6453.72
2023-12-01,,,,,,2023,12,1862228.0,0,1274692.0,5378.1
2024-01-01,,,,,,2024,1,1763215.0,0,992541.0,6868.5
2024-02-01,,,,,,2024,2,1878753.0,0,1147999.0,6868.5
2024-03-01,,,,,,2024,3,1868983.0,0,1157507.0,9158.0
2024-04-01,,,,,,2024,4,2327137.0,0,1308658.0,10302.75
2024-05-01,,,,,,2024,5,2599520.0,0,1331234.0,10302.75
2024-06-01,,,,,,2024,6,2249000.0,0,1503732.0,11447.5
2024-07-01,,,,,,2024,7,2670151.0,0,2555368.0,13737.0
2024-08-01,,,,,,2024,8,3348143.0,0,1816622.0,13737.0
2024-09-01,,,,,,2024,9,2648386.0,0,1281101.0,10302.75
2024-10-01,,,,,,2024,10,2747281.0,0,1499115.0,9158.0
2024-11-01,,,,,,2024,11,2324781.0,0,1280138.0,6868.5
2024-12-01,,,,,,2024,12,2277959.0,0,1537934.0,5723.75
2025-01-01,,,,,,2025,1,2044975.0,0,1265197.0,8286.06
2025-02-01,,,,,,2025,2,2164970.0,0,1396177.0,8286.06
2025-03-01,,,,,,2025,3,1942919.0,0,1352011.0,11048.08
2025-04-01,,,,,,2025,4,2862051.0,0,1664801.0,12429.09
2025-05-01,,,,,,2025,5,2798223.0,0,1541004.0,12429.09
2025-06-01,,,,,,2025,6,2451448.0,0,1665206.0,13810.1
2025-07-01,,,,,,2025,7,2806925.0,0,2697017.0,16572.12
2025-08-01,,,,,,2025,8,3482741.0,0,1958472.0,16572.12
2025-09-01,,,,,,2025,9,2811184.0,0,1400078.0,12429.09
2025-10-01,,,,,,2025,10,4045000.0,0,1648000.0,11048.08
2025-11-01,,,,,,2025,11,3588000.0,0,1433000.0,8286.06
2025-12-01,,,,,,2025,12,3617000.0,0,1772000.0,6905.05
2026-01-01,,,,,,2026,1,3309000.0,0,1305000.0,6905.05
2026-02-01,,,,,,2026,2,2993000.0,0,1373000.0,6905.05
2026-03-01,,,,,,2026,3,,0,1597000.0,6905.05
2026-04-01,,,,,,2026,4,,0,1597000.0,6905.05
